KeyId,MyPN,Name,Description,Symbol,Value,Value2,Type,Forward_Voltage,Reverse_Voltage,Breakdown_Voltage,Forward_Current,Reverse_Current,Power_Dissipation,Capacitance,Standoff_Voltage,Clamping_Voltage,Tolerance,Reverse_Recovery_Time,Package,Footprint,Footprint_Filter,Dimensions,Height,Termination,Anode_Marking,Cathode_Marking,Min_Temp,Max_Temp,Operating_Temp,Mount,Reflow_Profile,MSL_Rating,Datasheet,RoHS_Compliant,REACH_Compliant,Halogen_Free,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-DIO-00501,BB179_D_VARICAP_SOD323,Varactor Diode SOD-323,MyLib_Diode:D,BB179,,Varicap,0.7V @ 1mA,30V,,10mA,,,,,,,,SOD-323,MyLib_Diode_SMD:D_SOD-323,SOD-323,2.5mm x 1.3mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,125°C,-55°C to +125°C,SMD,,Level 3,Available,1,,,NXP,,,C150000,,,,,,,,,DIO-0501,Semiconductors,Diodes,30,10,60,BIN-1,piece,3000,0.180,USD,2024-01-15,0.180,LCSC,1,,"Varicap,SMD,SOD-323,Tuning",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00502,BB181_D_VARICAP_SOD523,Varactor Diode SOD-523,MyLib_Diode:D,BB181,,Varicap,0.7V @ 1mA,30V,,10mA,,,,,,,,SOD-523,MyLib_Diode_SMD:D_SOD-523,SOD-523,Standard,Standard,Through Hole,Bar/Line,No Bar,-55°C,125°C,-55°C to +125°C,SMD,,Level 3,Available,1,,,NXP,,,C150000,,,,,,,,,DIO-0502,Semiconductors,Diodes,25,10,50,BIN-1,piece,10000,0.200,USD,2024-01-15,0.200,LCSC,1,,"Varicap,SMD,SOD-523,Tuning",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00503,BAP64-02_D_PIN_SOT23,PIN Diode SOT-23,MyLib_Diode:D,BAP64-02,,PIN,1.0V @ 10mA,50V,,100mA,,,,,,,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,125°C,-55°C to +125°C,SMD,,Level 3,Available,1,,,NXP,,,C150000,,,,,,,,,DIO-0503,Semiconductors,Diodes,30,10,60,BIN-1,piece,3000,0.200,USD,2024-01-15,0.200,LCSC,1,,"PIN Diode,SMD,SOT-23,RF",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00504,HSMP-3810_D_PIN_SOT23,PIN Diode for Switching,MyLib_Diode:D,HSMP-3810,,PIN,1.0V @ 10mA,30V,,100mA,,,,,,,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,125°C,-55°C to +125°C,SMD,,Level 3,Available,1,,,Broadcom,,,C150000,,,,,,,,,DIO-0504,Semiconductors,Diodes,20,10,40,BIN-1,piece,3000,0.250,USD,2024-01-15,0.250,LCSC,1,,"PIN Diode,SMD,SOT-23,RF,Switch",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00505,HSMS-2820_D_SCHOTKY_RF_SOT23,RF Schottky Diode SOT-23,MyLib_Diode:D,HSMS-2820,,Schottky,0.34V @ 1mA,15V,,10mA,,,,,,,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Broadcom,,,C150000,,,,,,,,,DIO-0505,Semiconductors,Diodes,35,10,70,BIN-1,piece,3000,0.180,USD,2024-01-15,0.180,LCSC,1,,"Schottky,SMD,SOT-23,RF",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00506,HSMS-2860_D_SCHOTKY_RF_SOT23,RF Schottky Diode Pair SOT-23,,HSMS-2860,,Schottky,0.34V @ 1mA,15V,,10mA,,,,,,,,SOT-23,MyLib_Diode_SMD:D_SOT-23,SOT-23,2.9mm x 1.6mm,1.1mm,Through Hole,Bar/Line,No Bar,-55°C,150°C,-55°C to +150°C,SMD,,Level 3,Available,1,,,Broadcom,,,C150000,,,,,,,,,DIO-0506,Semiconductors,Diodes,30,10,60,BIN-1,piece,3000,0.220,USD,2024-01-15,0.220,LCSC,1,,"Schottky,SMD,SOT-23,RF,Pair",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00850,SMCJ5.0A_D_TVS_5V_1500W_SMC,TVS Diode 5V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ5.0A,,TVS,,,,,,1500W,,5.0V,9.2V @ 171A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00851,SMCJ6.0A_D_TVS_6V_1500W_SMC,TVS Diode 6V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ6.0A,,TVS,,,,,,1500W,,6.0V,10.3V @ 152A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00852,SMCJ6.5A_D_TVS_6.5V_1500W_SMC,TVS Diode 6.5V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ6.5A,,TVS,,,,,,1500W,,6.5V,11.2V @ 140A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00853,SMCJ7.0A_D_TVS_7V_1500W_SMC,TVS Diode 7V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ7.0A,,TVS,,,,,,1500W,,7.0V,12.0V @ 131A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00854,SMCJ7.5A_D_TVS_7.5V_1500W_SMC,TVS Diode 7.5V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ7.5A,,TVS,,,,,,1500W,,7.5V,12.9V @ 122A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00855,SMCJ8.0A_D_TVS_8V_1500W_SMC,TVS Diode 8V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ8.0A,,TVS,,,,,,1500W,,8.0V,13.6V @ 115A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00856,SMCJ8.5A_D_TVS_8.5V_1500W_SMC,TVS Diode 8.5V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ8.5A,,TVS,,,,,,1500W,,8.5V,14.4V @ 109A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00857,SMCJ9.0A_D_TVS_9V_1500W_SMC,TVS Diode 9V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ9.0A,,TVS,,,,,,1500W,,9.0V,15.4V @ 102A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00858,SMCJ10A_D_TVS_10V_1500W_SMC,TVS Diode 10V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ10A,,TVS,,,,,,1500W,,10.0V,17.0V @ 92A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00859,SMCJ11A_D_TVS_11V_1500W_SMC,TVS Diode 11V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ11A,,TVS,,,,,,1500W,,11.0V,18.2V @ 86A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00860,SMCJ12A_D_TVS_12V_1500W_SMC,TVS Diode 12V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ12A,,TVS,,,,,,1500W,,12.0V,19.9V @ 79A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00861,SMCJ13A_D_TVS_13V_1500W_SMC,TVS Diode 13V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ13A,,TVS,,,,,,1500W,,13.0V,21.5V @ 73A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00862,SMCJ14A_D_TVS_14V_1500W_SMC,TVS Diode 14V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ14A,,TVS,,,,,,1500W,,14.0V,23.2V @ 67A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00863,SMCJ15A_D_TVS_15V_1500W_SMC,TVS Diode 15V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ15A,,TVS,,,,,,1500W,,15.0V,24.4V @ 64A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00864,SMCJ16A_D_TVS_16V_1500W_SMC,TVS Diode 16V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ16A,,TVS,,,,,,1500W,,16.0V,26.0V @ 60A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00865,SMCJ17A_D_TVS_17V_1500W_SMC,TVS Diode 17V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ17A,,TVS,,,,,,1500W,,17.0V,27.6V @ 57A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00866,SMCJ18A_D_TVS_18V_1500W_SMC,TVS Diode 18V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ18A,,TVS,,,,,,1500W,,18.0V,29.2V @ 53A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00867,SMCJ20A_D_TVS_20V_1500W_SMC,TVS Diode 20V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ20A,,TVS,,,,,,1500W,,20.0V,32.4V @ 48A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00868,SMCJ22A_D_TVS_22V_1500W_SMC,TVS Diode 22V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ22A,,TVS,,,,,,1500W,,22.0V,35.5V @ 44A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00869,SMCJ24A_D_TVS_24V_1500W_SMC,TVS Diode 24V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ24A,,TVS,,,,,,1500W,,24.0V,38.9V @ 40A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00870,SMCJ26A_D_TVS_26V_1500W_SMC,TVS Diode 26V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ26A,,TVS,,,,,,1500W,,26.0V,42.1V @ 37A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00871,SMCJ28A_D_TVS_28V_1500W_SMC,TVS Diode 28V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ28A,,TVS,,,,,,1500W,,28.0V,45.4V @ 34A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00872,SMCJ30A_D_TVS_30V_1500W_SMC,TVS Diode 30V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ30A,,TVS,,,,,,1500W,,30.0V,48.4V @ 32A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00873,SMCJ33A_D_TVS_33V_1500W_SMC,TVS Diode 33V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ33A,,TVS,,,,,,1500W,,33.0V,53.3V @ 29A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00874,SMCJ36A_D_TVS_36V_1500W_SMC,TVS Diode 36V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ36A,,TVS,,,,,,1500W,,36.0V,58.1V @ 27A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00875,SMCJ40A_D_TVS_40V_1500W_SMC,TVS Diode 40V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ40A,,TVS,,,,,,1500W,,40.0V,64.5V @ 24A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00876,SMCJ43A_D_TVS_43V_1500W_SMC,TVS Diode 43V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ43A,,TVS,,,,,,1500W,,43.0V,69.4V @ 22A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00877,SMCJ45A_D_TVS_45V_1500W_SMC,TVS Diode 45V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ45A,,TVS,,,,,,1500W,,45.0V,72.7V @ 21A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00878,SMCJ48A_D_TVS_48V_1500W_SMC,TVS Diode 48V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ48A,,TVS,,,,,,1500W,,48.0V,77.4V @ 20A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00879,SMCJ51A_D_TVS_51V_1500W_SMC,TVS Diode 51V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ51A,,TVS,,,,,,1500W,,51.0V,82.4V @ 19A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00880,SMCJ54A_D_TVS_54V_1500W_SMC,TVS Diode 54V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ54A,,TVS,,,,,,1500W,,54.0V,87.1V @ 18A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00881,SMCJ58A_D_TVS_58V_1500W_SMC,TVS Diode 58V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ58A,,TVS,,,,,,1500W,,58.0V,93.6V @ 16A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00882,SMCJ60A_D_TVS_60V_1500W_SMC,TVS Diode 60V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ60A,,TVS,,,,,,1500W,,60.0V,96.8V @ 16A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00883,SMCJ64A_D_TVS_64V_1500W_SMC,TVS Diode 64V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ64A,,TVS,,,,,,1500W,,64.0V,103V @ 15A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00884,SMCJ70A_D_TVS_70V_1500W_SMC,TVS Diode 70V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ70A,,TVS,,,,,,1500W,,70.0V,113V @ 13.9A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00885,SMCJ75A_D_TVS_75V_1500W_SMC,TVS Diode 75V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ75A,,TVS,,,,,,1500W,,75.0V,121V @ 13A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00886,SMCJ78A_D_TVS_78V_1500W_SMC,TVS Diode 78V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ78A,,TVS,,,,,,1500W,,78.0V,126V @ 12.5A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00887,SMCJ85A_D_TVS_85V_1500W_SMC,TVS Diode 85V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ85A,,TVS,,,,,,1500W,,85.0V,137V @ 11.5A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00888,SMCJ90A_D_TVS_90V_1500W_SMC,TVS Diode 90V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ90A,,TVS,,,,,,1500W,,90.0V,146V @ 10.7A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00889,SMCJ100A_D_TVS_100V_1500W_SMC,TVS Diode 100V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ100A,,TVS,,,,,,1500W,,100.0V,162V @ 9.7A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00890,SMCJ110A_D_TVS_110V_1500W_SMC,TVS Diode 110V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ110A,,TVS,,,,,,1500W,,110.0V,177V @ 8.9A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00891,SMCJ120A_D_TVS_120V_1500W_SMC,TVS Diode 120V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ120A,,TVS,,,,,,1500W,,120.0V,193V @ 8.1A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00892,SMCJ130A_D_TVS_130V_1500W_SMC,TVS Diode 130V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ130A,,TVS,,,,,,1500W,,130.0V,209V @ 7.5A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00893,SMCJ150A_D_TVS_150V_1500W_SMC,TVS Diode 150V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ150A,,TVS,,,,,,1500W,,150.0V,243V @ 6.4A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00894,SMCJ160A_D_TVS_160V_1500W_SMC,TVS Diode 160V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ160A,,TVS,,,,,,1500W,,160.0V,259V @ 6A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00895,SMCJ170A_D_TVS_170V_1500W_SMC,TVS Diode 170V 1500W SMC,MyLib_Diode:D_TVS_UNI,SMCJ170A,,TVS,,,,,,1500W,,170.0V,275V @ 5.7A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00900,SMCJ5.0CA_D_TVS_5V_1500W_SMC,TVS Bi-directional Diode 5V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ5.0CA,,TVS,,,,,,1500W,,5.0V,9.2V @ 171A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00901,SMCJ6.0CA_D_TVS_6V_1500W_SMC,TVS Bi-directional Diode 6V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ6.0CA,,TVS,,,,,,1500W,,6.0V,10.3V @ 152A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00902,SMCJ6.5CA_D_TVS_6.5V_1500W_SMC,TVS Bi-directional Diode 6.5V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ6.5CA,,TVS,,,,,,1500W,,6.5V,11.2V @ 140A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00903,SMCJ7.0CA_D_TVS_7V_1500W_SMC,TVS Bi-directional Diode 7V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ7.0CA,,TVS,,,,,,1500W,,7.0V,12.0V @ 131A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
,EL-DIO-00904,SMCJ7.5CA_D_TVS_7.5V_1500W_SMC,TVS Bi-directional Diode 7.5V 1500W SMC,MyLib_Diode:D_TVS_BI,SMCJ7.5CA,,TVS,,,,,,1500W,,7.5V,12.9V @ 122A,,,SMC,MyLib_Diode_SMD:D_SMC,SMC,,,,,,,,,,,,,,,,Littelfuse,,SMCJ,,,,,,,,,,,Diode,TVS,0,,,,,,,,,,,1,,,,2026-02-04 06:03:25,,,,0,0
