Keyld,MyPN,Name,Description,Value,Value 2,Symbol,Footprint,Footprint_Filter,Package,Manufacturer,Manufacturer_PN,Series,Category,Subcategory,Connector_Type,Family,Standard,Mounting_Type,Mounting_Style,Orientation,Gender,Shielded,Shield_Material,Shield_Plating,Pins_Total,Pins_Configuration,Rows,Contact_Type,Contact_Arrangement,Pitch_mm,Row_Spacing_mm,Length_mm,Width_mm,Height_mm,Mating_Height_mm,PCB_Mounting_Dimensions,Current_Rating_A,Current_Rating_Total_A,Voltage_Rating_V,Contact_Resistance_mOhm,Insulation_Resistance_MOhm,Dielectric_Withstanding_Voltage_V,Impedance_Ohm,Frequency_Max_Hz,Contact_Material,Contact_Plating,Plating_Thickness_um,Contact_Finish,Housing_Material,Housing_Color,Insulator_Material,Insulator_Color,Locking_Mechanism,Polarization,Mating_Cycles,Insertion_Force_N,Withdrawal_Force_N,Operating_Temp_Min_C,Operating_Temp_Max_C,Storage_Temp_Min_C,Storage_Temp_Max_C,IP_Rating,Moisture_Sensitivity_Level,RoHS_Compliant,REACH_Compliant,UL_Certified,UL_File_Number,CSA_Certified,TUV_Certified,Flammability_Rating,Solder_Type,Solder_Temperature_C,Solder_Process,Cleaning_Process,PCB_Retention,Pick_and_Place,Tape_and_Reel,Cable_Type,Cable_Diameter_Max_mm,Wire_Gauge_AWG,Wire_Strip_Length_mm,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,Farnell_URL,Newark_PN,Newark_URL,RS_PN,RS_URL,StockQty,Min_Stock,Max_Stock,StockPlace,Price,Currency,MOQ,Packaging,Datasheet,Drawing_2D,Drawing_3D,PCB_Layout_Suggestion,Application_Note,Assembly_Instructions,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
400,EL-CON_840411,CON_MOLEX_KK_14P_1R_M_RA_THT_55935-1410,"Molex KK 14-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1410",,,Connector_Generic:Conn_01x14,Connector_Molex:Molex_MicroClasp_55935-1410_1x14_P2.00mm_Horizontal,*Molex*KK*14*,Through Hole,Molex,MicroClasp_55935-1410_1x14_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,14,14P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,14pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
401,EL-CON_840412,CON_MOLEX_KK_14P_1R_M_RA_THT_55935-1430,"Molex KK 14-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1430",,,Connector_Generic:Conn_01x14,Connector_Molex:Molex_MicroClasp_55935-1430_1x14_P2.00mm_Horizontal,*Molex*KK*14*,Through Hole,Molex,MicroClasp_55935-1430_1x14_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,14,14P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,14pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
402,EL-CON_840413,CON_MOLEX_KK_15P_1R_M_RA_THT_55935-1510,"Molex KK 15-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1510",,,Connector_Generic:Conn_01x15,Connector_Molex:Molex_MicroClasp_55935-1510_1x15_P2.00mm_Horizontal,*Molex*KK*15*,Through Hole,Molex,MicroClasp_55935-1510_1x15_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,15,15P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,15pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
403,EL-CON_840414,CON_MOLEX_KK_15P_1R_M_RA_THT_55935-1530,"Molex KK 15-position Male connector, 1 row(s), 2.54mm pitch, Right Angle orientation, Through Hole, 2.5A, 250V, PN: 55935-1530",,,Connector_Generic:Conn_01x15,Connector_Molex:Molex_MicroClasp_55935-1530_1x15_P2.00mm_Horizontal,*Molex*KK*15*,Through Hole,Molex,MicroClasp_55935-1530_1x15_P2.00mm_Horizontal,KK,Header Connector,Molex KK,Board-to-Board,KK,Molex Specification,PCB,Through Hole,Right Angle,Male,0,,,15,15P,1,Pin,,2.54,,,,,,,2.5,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,kk,15pin,header,2.54mm",script,2026-02-17 07:34:32,,,1.0,0,0
404,EL-CON_840415,CON_MOLEX_Mini-Fit_Jr_02P_2R_M_V_THT,"Molex Mini-Fit Jr. 2-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x01,Connector_Molex:Molex_Mini-Fit_Jr_5566-02A2_2x01_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*2*,Through Hole,Molex,Mini-Fit_Jr_5566-02A2_2x01_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,2,2P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,2pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
405,EL-CON_840417,CON_MOLEX_Mini-Fit_Jr_02P_2R_M_V_THT_405,"Molex Mini-Fit Jr. 2-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 405",,,Connector_Generic:Conn_02x01,Connector_Molex:Molex_Mini-Fit_Jr_5566-02A_2x01_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*2*,Through Hole,Molex,Mini-Fit_Jr_5566-02A_2x01_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,2,2P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,2pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
406,EL-CON_840418,CON_MOLEX_Mini-Fit_Jr_04P_2R_M_V_THT,"Molex Mini-Fit Jr. 4-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x02_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-04A2_2x02_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*4*,Through Hole,Molex,Mini-Fit_Jr_5566-04A2_2x02_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,4,4P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,4pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
407,EL-CON_840420,CON_MOLEX_Mini-Fit_Jr_04P_2R_M_V_THT_407,"Molex Mini-Fit Jr. 4-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 407",,,Connector_Generic:Conn_02x02_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*4*,Through Hole,Molex,Mini-Fit_Jr_5566-04A_2x02_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,4,4P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,4pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
408,EL-CON_840421,CON_MOLEX_Mini-Fit_Jr_06P_2R_M_V_THT,"Molex Mini-Fit Jr. 6-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x03_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-06A2_2x03_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*6*,Through Hole,Molex,Mini-Fit_Jr_5566-06A2_2x03_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,6,6P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,6pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
409,EL-CON_840423,CON_MOLEX_Mini-Fit_Jr_06P_2R_M_V_THT_409,"Molex Mini-Fit Jr. 6-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 409",,,Connector_Generic:Conn_02x03_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-06A_2x03_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*6*,Through Hole,Molex,Mini-Fit_Jr_5566-06A_2x03_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,6,6P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,6pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
410,EL-CON_840424,CON_MOLEX_Mini-Fit_Jr_08P_2R_M_V_THT,"Molex Mini-Fit Jr. 8-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x04_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-08A2_2x04_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*8*,Through Hole,Molex,Mini-Fit_Jr_5566-08A2_2x04_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,8,8P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,8pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
411,EL-CON_840426,CON_MOLEX_Mini-Fit_Jr_08P_2R_M_V_THT_411,"Molex Mini-Fit Jr. 8-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 411",,,Connector_Generic:Conn_02x04_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-08A_2x04_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*8*,Through Hole,Molex,Mini-Fit_Jr_5566-08A_2x04_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,8,8P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,8pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
412,EL-CON_840427,CON_MOLEX_Mini-Fit_Jr_10P_2R_M_V_THT,"Molex Mini-Fit Jr. 10-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x05_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-10A2_2x05_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*10*,Through Hole,Molex,Mini-Fit_Jr_5566-10A2_2x05_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,10,10P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,10pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
413,EL-CON_840429,CON_MOLEX_Mini-Fit_Jr_10P_2R_M_V_THT_413,"Molex Mini-Fit Jr. 10-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 413",,,Connector_Generic:Conn_02x05_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-10A_2x05_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*10*,Through Hole,Molex,Mini-Fit_Jr_5566-10A_2x05_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,10,10P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,10pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
414,EL-CON_840430,CON_MOLEX_Mini-Fit_Jr_12P_2R_M_V_THT,"Molex Mini-Fit Jr. 12-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x06_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-12A2_2x06_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*12*,Through Hole,Molex,Mini-Fit_Jr_5566-12A2_2x06_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,12,12P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,12pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
415,EL-CON_840432,CON_MOLEX_Mini-Fit_Jr_12P_2R_M_V_THT_415,"Molex Mini-Fit Jr. 12-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 415",,,Connector_Generic:Conn_02x06_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-12A_2x06_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*12*,Through Hole,Molex,Mini-Fit_Jr_5566-12A_2x06_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,12,12P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,12pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
416,EL-CON_840433,CON_MOLEX_Mini-Fit_Jr_14P_2R_M_V_THT,"Molex Mini-Fit Jr. 14-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x07_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-14A2_2x07_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*14*,Through Hole,Molex,Mini-Fit_Jr_5566-14A2_2x07_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,14,14P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,14pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
417,EL-CON_840435,CON_MOLEX_Mini-Fit_Jr_14P_2R_M_V_THT_417,"Molex Mini-Fit Jr. 14-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 417",,,Connector_Generic:Conn_02x07_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-14A_2x07_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*14*,Through Hole,Molex,Mini-Fit_Jr_5566-14A_2x07_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,14,14P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,14pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
418,EL-CON_840436,CON_MOLEX_Mini-Fit_Jr_16P_2R_M_V_THT,"Molex Mini-Fit Jr. 16-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x08_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-16A2_2x08_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*16*,Through Hole,Molex,Mini-Fit_Jr_5566-16A2_2x08_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,16,16P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,16pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
419,EL-CON_840438,CON_MOLEX_Mini-Fit_Jr_16P_2R_M_V_THT_419,"Molex Mini-Fit Jr. 16-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 419",,,Connector_Generic:Conn_02x08_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-16A_2x08_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*16*,Through Hole,Molex,Mini-Fit_Jr_5566-16A_2x08_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,16,16P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,16pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
420,EL-CON_840439,CON_MOLEX_Mini-Fit_Jr_18P_2R_M_V_THT,"Molex Mini-Fit Jr. 18-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x09_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-18A2_2x09_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*18*,Through Hole,Molex,Mini-Fit_Jr_5566-18A2_2x09_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,18,18P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,18pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
421,EL-CON_840441,CON_MOLEX_Mini-Fit_Jr_18P_2R_M_V_THT_421,"Molex Mini-Fit Jr. 18-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 421",,,Connector_Generic:Conn_02x09_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-18A_2x09_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*18*,Through Hole,Molex,Mini-Fit_Jr_5566-18A_2x09_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,18,18P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,18pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
422,EL-CON_840442,CON_MOLEX_Mini-Fit_Jr_20P_2R_M_V_THT,"Molex Mini-Fit Jr. 20-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V",,,Connector_Generic:Conn_02x10_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-20A2_2x10_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*20*,Through Hole,Molex,Mini-Fit_Jr_5566-20A2_2x10_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,20,20P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,20pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
423,EL-CON_840444,CON_MOLEX_Mini-Fit_Jr_20P_2R_M_V_THT_423,"Molex Mini-Fit Jr. 20-position Male connector, 2 row(s), 4.2mm pitch, Vertical orientation, Through Hole, 9.0A, 250V, PN: 423",,,Connector_Generic:Conn_02x10_Odd_Even,Connector_Molex:Molex_Mini-Fit_Jr_5566-20A_2x10_P4.20mm_Vertical,*Molex*Mini-Fit Jr.*20*,Through Hole,Molex,Mini-Fit_Jr_5566-20A_2x10_P4.20mm_Vertical,Mini-Fit Jr.,Header Connector,Molex Mini-Fit Jr.,Board-to-Board,Mini-Fit Jr.,Molex Specification,PCB,Through Hole,Vertical,Male,0,,,20,20P,2,Pin,,4.2,,,,,,,9.0,,250.0,20.0,1000.0,500.0,,,Phosphor Bronze,Tin,2.0,,Nylon,Black,Nylon,Black,Friction,Keyed,30,,,-25,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Friction Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"molex,mini-fit_jr,20pin,header,4.2mm",script,2026-02-17 07:34:32,,,1.0,0,0
