Keyld,MyPN,Name,Description,Value,Value2,Symbol,Footprint,Footprint_Filter,Coil_Voltage,Coil_Resistance,Coil_Power,Contact_Form,Contact_Current,Contact_Voltage,Contact_Resistance,Switching_Power,Isolation_Voltage,Operate_Time,Release_Time,Mechanical_Life,Electrical_Life,Type,Mount,,Dimensions,Height,Termination,MinTemp,MaxTemp,Operating_Temp,Sealing,Flux_Proof,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
205,EL-REL-000205,PowerRelay_SPST_31A_18V_Panasonic_ALFG2PF18,"Panasonic ALFG Series - High capacity SPST power relay, 18V coil, 31A switching current, 1.5mm contact gap",ALFG2PF18,31A 18V SPST,Relay:Panasonic_ALFG2PF18,Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles,Relay*SPST*Panasonic*ALFG*FormA*,18V DC,230,1.4W,SPST-NO (1 Form A),31A,250VAC,30mΩ,,,20ms,10ms,10000000,50000,Electromechanical Monostable,Through Hole,DIP,30.1 x 15.7 x 23.3mm,23.3mm,PC Pin,-40°C,60°C,-40°C to 60°C,,,https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf,1,1,Panasonic,ALFG2PF18,ALFG,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPST-NO power relay,,2024-01-15,,2024-01-15,1,,
206,EL-REL-000206,PowerRelay_SPST_33A_18V_1.8mm_Panasonic_ALFG2PF181,"Panasonic ALFG Series - High capacity SPST power relay, 18V coil, 33A switching current, 1.8mm contact gap",ALFG2PF181,33A 18V 1.8mm,Relay:Panasonic_ALFG2PF181,Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles,Relay*SPST*Panasonic*ALFG*FormA*,18V DC,230,1.4W,SPST-NO (1 Form A),33A,250VAC,30mΩ,,,20ms,10ms,10000000,50000,Electromechanical Monostable,Through Hole,DIP,30.1 x 15.7 x 23.3mm,23.3mm,PC Pin,-40°C,60°C,-40°C to 60°C,,,https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf,1,1,Panasonic,ALFG2PF181,ALFG,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPST-NO power relay,,2024-01-15,,2024-01-15,1,,
207,EL-REL-000207,PowerRelay_SPST_31A_24V_Panasonic_ALFG2PF24,"Panasonic ALFG Series - High capacity SPST power relay, 24V coil, 31A switching current, 1.5mm contact gap, 7.75kVA switching capacity",ALFG2PF24,31A 24V SPST,Relay:Panasonic_ALFG2PF24,Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles,Relay*SPST*Panasonic*ALFG*FormA*,24V DC,410,1.4W,SPST-NO (1 Form A),31A,250VAC,30mΩ,,,20ms,10ms,10000000,50000,Electromechanical Monostable,Through Hole,DIP,30.1 x 15.7 x 23.3mm,23.3mm,PC Pin,-40°C,60°C,-40°C to 60°C,,,https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf,1,1,Panasonic,ALFG2PF24,ALFG,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPST-NO high power relay,,2024-01-15,,2024-01-15,1,,
208,EL-REL-000208,PowerRelay_SPST_33A_24V_1.8mm_Panasonic_ALFG2PF241,"Panasonic ALFG Series - High capacity SPST power relay, 24V coil, 33A switching current, 1.8mm contact gap, enhanced isolation",ALFG2PF241,33A 24V 1.8mm,Relay:Panasonic_ALFG2PF241,Relay_THT:Relay_SPST_Panasonic_ALFG_FormA_CircularHoles,Relay*SPST*Panasonic*ALFG*FormA*,24V DC,410,1.4W,SPST-NO (1 Form A),33A,250VAC,30mΩ,,,20ms,10ms,10000000,50000,Electromechanical Monostable,Through Hole,DIP,30.1 x 15.7 x 23.3mm,23.3mm,PC Pin,-40°C,60°C,-40°C to 60°C,,,https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_lfg.pdf,1,1,Panasonic,ALFG2PF241,ALFG,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPST-NO high power high isolation,,2024-01-15,,2024-01-15,1,,
209,EL-REL-000209,PowerRelay_SPDT_30A_RAYEX_L90,"RAYEX L90 Series - General purpose SPDT power relay, 30A switching capacity, ideal for home appliances and HVAC",L90,SPDT 30A,Relay:RAYEX-L90,Relay_THT:Relay_SPDT_RAYEX-L90,Relay*SPDT*RAYEX*L90*,12V DC,155,0.9W,SPDT (1 Form C),30A,240VAC,50mΩ,,,15ms,15ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,27.4 x 19.4 x 19.8mm,19.8mm,PC Pin,-55°C,85°C,-55°C to 85°C,,,https://a3.sofastcdn.com/attachment/7jioKBjnRiiSrjrjknRiwS77gwbf3zmp/L90-SERIES.pdf,1,1,RAYEX,L90-12W,L90,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPDT power relay 30A,,2024-01-15,,2024-01-15,1,,
210,EL-REL-000210,PowerRelay_SPST_30A_NO_RAYEX_L90A,"RAYEX L90A Series - SPST-NO power relay, 30A switching capacity, normally open contacts",L90A,SPST-NO 30A,Relay:RAYEX-L90A,Relay_THT:Relay_SPST_RAYEX-L90A,Relay*SPST*RAYEX*L90A*,12V DC,155,0.9W,SPST-NO (1 Form A),30A,240VAC,50mΩ,,,15ms,15ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,27.4 x 19.4 x 19.8mm,19.8mm,PC Pin,-55°C,85°C,-55°C to 85°C,,,https://a3.sofastcdn.com/attachment/7jioKBjnRiiSrjrjknRiwS77gwbf3zmp/L90-SERIES.pdf,1,1,RAYEX,L90A-12W,L90,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPST-NO power relay 30A,,2024-01-15,,2024-01-15,1,,
211,EL-REL-000211,PowerRelay_SPST_30A_NO_Isolated_RAYEX_L90AS,"RAYEX L90AS Series - SPST-NO power relay with isolated coil terminals, 30A switching capacity",L90AS,SPST-NO 30A Isolated,Relay:RAYEX-L90AS,Relay_THT:Relay_SPST_RAYEX-L90AS,Relay*SPST*RAYEX*L90A*,5V DC,27,0.9W,SPST-NO (1 Form A),30A,240VAC,50mΩ,,,15ms,15ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,27.4 x 19.4 x 19.8mm,19.8mm,PC Pin,-55°C,85°C,-55°C to 85°C,,,https://a3.sofastcdn.com/attachment/7jioKBjnRiiSrjrjknRiwS77gwbf3zmp/L90-SERIES.pdf,1,1,RAYEX,L90AS-5W,L90,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPST-NO isolated coil relay,,2024-01-15,,2024-01-15,1,,
212,EL-REL-000212,PowerRelay_SPST_15A_NC_RAYEX_L90B,"RAYEX L90B Series - SPST-NC power relay, 15A switching capacity, normally closed contacts for fail-safe applications",L90B,SPST-NC 15A,Relay:RAYEX-L90B,Relay_THT:Relay_SPST_RAYEX-L90B,Relay*SPST*RAYEX*L90B*,12V DC,155,0.9W,SPST-NC (1 Form B),15A,240VAC,50mΩ,,,15ms,15ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,27.4 x 19.4 x 19.8mm,19.8mm,PC Pin,-55°C,85°C,-55°C to 85°C,,,https://a3.sofastcdn.com/attachment/7jioKBjnRiiSrjrjknRiwS77gwbf3zmp/L90-SERIES.pdf,1,1,RAYEX,L90B-12W,L90,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPST-NC power relay,,2024-01-15,,2024-01-15,1,,
213,EL-REL-000213,PowerRelay_SPST_15A_NC_Isolated_RAYEX_L90BS,"RAYEX L90BS Series - SPST-NC power relay with isolated coil terminals, 15A switching capacity",L90BS,SPST-NC 15A Isolated,Relay:RAYEX-L90BS,Relay_THT:Relay_SPST_RAYEX-L90BS,Relay*SPST*RAYEX*L90B*,12V DC,155,0.9W,SPST-NC (1 Form B),15A,240VAC,50mΩ,,,15ms,15ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,27.4 x 19.4 x 19.8mm,19.8mm,PC Pin,-55°C,85°C,-55°C to 85°C,,,https://a3.sofastcdn.com/attachment/7jioKBjnRiiSrjrjknRiwS77gwbf3zmp/L90-SERIES.pdf,1,1,RAYEX,L90BS-12W,L90,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPST-NC isolated coil relay,,2024-01-15,,2024-01-15,1,,
214,EL-REL-000214,PowerRelay_SPDT_30A_Isolated_RAYEX_L90S,"RAYEX L90S Series - SPDT power relay with isolated coil terminals, 30A switching capacity",L90S,SPDT 30A Isolated,Relay:RAYEX-L90S,Relay_THT:Relay_SPDT_RAYEX-L90S,Relay*SPDT*RAYEX*L90S*,5V DC,27,0.9W,SPDT (1 Form C),30A,240VAC,50mΩ,,,15ms,15ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,27.4 x 19.4 x 19.8mm,19.8mm,PC Pin,-55°C,85°C,-55°C to 85°C,,,https://a3.sofastcdn.com/attachment/7jioKBjnRiiSrjrjknRiwS77gwbf3zmp/L90-SERIES.pdf,1,1,RAYEX,L90S-5W,L90,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPDT isolated coil relay,,2024-01-15,,2024-01-15,1,,
215,EL-REL-000215,PowerRelay_SPST_6A_Relpol_RM50,"Relpol RM50 Series - Single pole SPST-NO power relay, 6A switching capacity, compact design for general purpose applications",RM50-xx21,SPST-NO 6A,Relay:RM50-xx21,Relay_THT:Relay_SPST_Finder_32.21-x300,Relay*SPST*Finder*32.21*x300*,12V DC,470,0.3W,SPST-NO (1 Form A),6A,250VAC,100mΩ,,,8ms,4ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,20.0 x 10.0 x 11.0mm,11.0mm,PC Pin,-40°C,70°C,-40°C to 70°C,,,http://www.relpol.pl/en/content/download/13683/165953/file/e_RM50.pdf,1,1,Relpol,RM50-2012-35-1012,RM50,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPST-NO power relay,,2024-01-15,,2024-01-15,1,,
216,EL-REL-000216,PowerRelay_DPDT_8A_Relpol_RM84,"Relpol RM84 Series - Dual pole DPDT power relay, 8A switching capacity, 5mm pin pitch, industrial grade",RM84,DPDT 8A,Relay:RM84,Relay_THT:Relay_DPDT_Finder_40.52,Relay*DPDT*Finder*40.52*,12V DC,360,0.4W,DPDT (2 Form C),8A,400VAC,100mΩ,,,7ms,3ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.relpol.pl/en/content/download/13766/168095/file/e_RM84.pdf,1,1,Relpol,RM84-2012-35-1012,RM84,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,DPDT power relay,,2024-01-15,,2024-01-15,1,,
217,EL-REL-000217,SignalRelay_DPDT_2A_UltraMini_Relpol_RSM822,"Relpol RSM822 Series - Ultra-miniature DPDT signal relay, 2A switching capacity, extremely small footprint for high-density PCB applications",RSM822,DPDT 2A UltraMini,Relay:RSM822,Relay_THT:Relay_DPDT_Finder_40.52,Relay*DPDT*Finder*40.52*,12V DC,700,0.2W,DPDT (2 Form C),2A,120VAC,100mΩ,,,5ms,3ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,15.0 x 7.5 x 8.5mm,8.5mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.relpol.pl/en/content/download/14975/202519/file/e_RSM822.pdf,1,1,Relpol,RSM822-6112-85-S012,RSM822,,,,,,,,,,,Relays,Signal Relays,,,,,,,,,,,,1,,DPDT ultra-miniature relay,,2024-01-15,,2024-01-15,1,,
218,EL-REL-000218,PowerRelay_SPDT_16A_Bistable_3V_TE_RT314A03,"TE Connectivity RT1 Series - Bistable SPDT relay, 3V DC coil, 16A switching capacity, single coil latching, polarized",RT314A03,SPDT 16A 3V Latch,Relay:RT314A03,Relay_THT:Relay_SPDT_Schrack-RT1-16A-FormC_RM5mm,Relay*SPDT*Schrack*RT1*16A*FormC*RM5mm*,3V DC,21,0.43W,SPDT (1 Form C),16A,250VAC,100mΩ,,,15ms,15ms,10000000,100000,Electromechanical Latching,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT1_bistable&DocType=DS&DocLang=English,1,1,TE Connectivity,RT314A03,RT1,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPDT bistable relay,,2024-01-15,,2024-01-15,1,,
219,EL-REL-000219,PowerRelay_SPDT_16A_Bistable_5V_TE_RT314A05,"TE Connectivity RT1 Series - Bistable SPDT relay, 5V DC coil, 16A switching capacity, single coil latching, polarized",RT314A05,SPDT 16A 5V Latch,Relay:RT314A05,Relay_THT:Relay_SPDT_Schrack-RT1-16A-FormC_RM5mm,Relay*SPDT*Schrack*RT1*16A*FormC*RM5mm*,5V DC,58,0.43W,SPDT (1 Form C),16A,250VAC,100mΩ,,,15ms,15ms,10000000,100000,Electromechanical Latching,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT1_bistable&DocType=DS&DocLang=English,1,1,TE Connectivity,RT314A05,RT1,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPDT bistable relay,,2024-01-15,,2024-01-15,1,,
220,EL-REL-000220,PowerRelay_SPDT_16A_Bistable_6V_TE_RT314A06,"TE Connectivity RT1 Series - Bistable SPDT relay, 6V DC coil, 16A switching capacity, single coil latching, polarized",RT314A06,SPDT 16A 6V Latch,Relay:RT314A06,Relay_THT:Relay_SPDT_Schrack-RT1-16A-FormC_RM5mm,Relay*SPDT*Schrack*RT1*16A*FormC*RM5mm*,6V DC,84,0.43W,SPDT (1 Form C),16A,250VAC,100mΩ,,,15ms,15ms,10000000,100000,Electromechanical Latching,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT1_bistable&DocType=DS&DocLang=English,1,1,TE Connectivity,RT314A06,RT1,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPDT bistable relay,,2024-01-15,,2024-01-15,1,,
221,EL-REL-000221,PowerRelay_SPDT_16A_Bistable_12V_TE_RT314A12,"TE Connectivity RT1 Series - Bistable SPDT relay, 12V DC coil, 16A switching capacity, single coil latching, polarized",RT314A12,SPDT 16A 12V Latch,Relay:RT314A12,Relay_THT:Relay_SPDT_Schrack-RT1-16A-FormC_RM5mm,Relay*SPDT*Schrack*RT1*16A*FormC*RM5mm*,12V DC,336,0.43W,SPDT (1 Form C),16A,250VAC,100mΩ,,,15ms,15ms,10000000,100000,Electromechanical Latching,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT1_bistable&DocType=DS&DocLang=English,1,1,TE Connectivity,RT314A12,RT1,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPDT bistable relay,,2024-01-15,,2024-01-15,1,,
222,EL-REL-000222,PowerRelay_SPDT_16A_Bistable_24V_TE_RT314A24,"TE Connectivity RT1 Series - Bistable SPDT relay, 24V DC coil, 16A switching capacity, single coil latching, polarized, IEC 60335-1 compliant",RT314A24,SPDT 16A 24V Latch,Relay:RT314A24,Relay_THT:Relay_SPDT_Schrack-RT1-16A-FormC_RM5mm,Relay*SPDT*Schrack*RT1*16A*FormC*RM5mm*,24V DC,1344,0.43W,SPDT (1 Form C),16A,250VAC,100mΩ,,,15ms,15ms,10000000,100000,Electromechanical Latching,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT1_bistable&DocType=DS&DocLang=English,1,1,TE Connectivity,RT314A24,RT1,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,SPDT bistable relay,,2024-01-15,,2024-01-15,1,,
223,EL-REL-000223,PowerRelay_DPDT_8A_Bistable_SingleCoil_TE_RT42xAxx,"TE Connectivity RT2 Series - Bistable DPDT relay, single coil latching, 8A switching capacity, industrial grade",RT42xAxx,DPDT 8A Single Latch,Relay:RT42xAxx,Relay_THT:Relay_DPDT_Schrack-RT2-FormC_RM5mm,Relay*DPDT*RT2*FormC*,12V DC,336,0.43W,DPDT (2 Form C),8A,250VAC,100mΩ,,,15ms,15ms,10000000,100000,Electromechanical Latching,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7FRT2_bistable%7F1116%7Fpdf%7FEnglish%7FENG_DS_RT2_bistable_1116.pdf%7F1-1415537-8,1,1,TE Connectivity,RT424A12,RT2,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,DPDT bistable single coil,,2024-01-15,,2024-01-15,1,,
224,EL-REL-000224,PowerRelay_DPDT_8A_Bistable_DualCoil_TE_RT42xFxx,"TE Connectivity RT2 Series - Bistable DPDT relay, dual coil latching, 8A switching capacity, set/reset operation",RT42xFxx,DPDT 8A Dual Latch,Relay:RT42xFxx,Relay_THT:Relay_DPDT_Schrack-RT2-FormC-Dual-Coil_RM5mm,Relay*DPDT*RT2*FormC*,12V DC,168,0.86W,DPDT (2 Form C),8A,250VAC,100mΩ,,,15ms,15ms,10000000,100000,Electromechanical Latching,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7FRT2_bistable%7F1116%7Fpdf%7FEnglish%7FENG_DS_RT2_bistable_1116.pdf%7F1-1415537-8,1,1,TE Connectivity,RT424F12,RT2,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,DPDT bistable dual coil,,2024-01-15,,2024-01-15,1,,
225,EL-REL-000225,PowerRelay_DPDT_8A_Monostable_TE_RT42xxxx,"TE Connectivity RT2 Series - Monostable DPDT relay, 8A switching capacity, available in DC or AC coil versions",RT42xxxx,DPDT 8A Monostable,Relay:RT42xxxx,Relay_THT:Relay_DPDT_Schrack-RT2-FormC_RM5mm,Relay*DPDT*RT2*FormC*,12V DC,360,0.4W,DPDT (2 Form C),8A,250VAC,100mΩ,,,15ms,8ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7FRT2%7F1014%7Fpdf%7FEnglish%7FENG_DS_RT2_1014.pdf%7F6-1393243-3,1,1,TE Connectivity,RT424012,RT2,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,DPDT monostable relay,,2024-01-15,,2024-01-15,1,,
226,EL-REL-000226,PowerRelay_DPST_8A_Monostable_TE_RT44xxxx,"TE Connectivity RT2 Series - Monostable DPST-NO relay, 8A switching capacity, normally open contacts",RT44xxxx,DPST 8A Monostable,Relay:RT44xxxx,Relay_THT:Relay_DPST_Schrack-RT2-FormA_RM5mm,Relay*DPST*RT2*FormA*,12V DC,360,0.4W,DPST-NO (2 Form A),8A,250VAC,100mΩ,,,15ms,8ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7FRT2%7F1014%7Fpdf%7FEnglish%7FENG_DS_RT2_1014.pdf%7F6-1393243-3,1,1,TE Connectivity,RT444012,RT2,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,DPST-NO monostable relay,,2024-01-15,,2024-01-15,1,,
227,EL-REL-000227,PowerRelay_DPDT_8A_Bistable_SingleCoil_TE_RTE2xAxx,"TE Connectivity RT2 Series - Bistable DPDT relay, single coil latching, European version, 8A switching capacity",RTE2xAxx,DPDT 8A Single Latch,Relay:RTE2xAxx,Relay_THT:Relay_DPDT_Schrack-RT2-FormC_RM5mm,Relay*DPDT*RT2*FormC*,12V DC,336,0.43W,DPDT (2 Form C),8A,250VAC,100mΩ,,,15ms,15ms,10000000,100000,Electromechanical Latching,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7FRT2_bistable%7F1116%7Fpdf%7FEnglish%7FENG_DS_RT2_bistable_1116.pdf%7F1-1415537-8,1,1,TE Connectivity,RTE424A12,RT2,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,DPDT bistable single coil,,2024-01-15,,2024-01-15,1,,
228,EL-REL-000228,PowerRelay_DPDT_8A_Bistable_DualCoil_TE_RTE2xFxx,"TE Connectivity RT2 Series - Bistable DPDT relay, dual coil latching, European version, 8A switching capacity",RTE2xFxx,DPDT 8A Dual Latch,Relay:RTE2xFxx,Relay_THT:Relay_DPDT_Schrack-RT2-FormC-Dual-Coil_RM5mm,Relay*DPDT*RT2*FormC*,12V DC,168,0.86W,DPDT (2 Form C),8A,250VAC,100mΩ,,,15ms,15ms,10000000,100000,Electromechanical Latching,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7FRT2_bistable%7F1116%7Fpdf%7FEnglish%7FENG_DS_RT2_bistable_1116.pdf%7F1-1415537-8,1,1,TE Connectivity,RTE424F12,RT2,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,DPDT bistable dual coil,,2024-01-15,,2024-01-15,1,,
229,EL-REL-000229,PowerRelay_DPDT_8A_Monostable_TE_RTE2xxxx,"TE Connectivity RT2 Series - Monostable DPDT relay, European version, 8A switching capacity, DC or AC coil",RTE2xxxx,DPDT 8A Monostable,Relay:RTE2xxxx,Relay_THT:Relay_DPDT_Schrack-RT2-FormC_RM5mm,Relay*DPDT*RT2*FormC*,12V DC,360,0.4W,DPDT (2 Form C),8A,250VAC,100mΩ,,,15ms,8ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7FRT2%7F1014%7Fpdf%7FEnglish%7FENG_DS_RT2_1014.pdf%7F6-1393243-3,1,1,TE Connectivity,RTE424012,RT2,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,DPDT monostable relay,,2024-01-15,,2024-01-15,1,,
230,EL-REL-000230,PowerRelay_DPST_8A_Monostable_TE_RTE4xxxx,"TE Connectivity RT2 Series - Monostable DPST-NO relay, European version, 8A switching capacity, normally open contacts",RTE4xxxx,DPST 8A Monostable,Relay:RTE4xxxx,Relay_THT:Relay_DPST_Schrack-RT2-FormA_RM5mm,Relay*DPST*RT2*FormA*,12V DC,360,0.4W,DPST-NO (2 Form A),8A,250VAC,100mΩ,,,15ms,8ms,10000000,100000,Electromechanical Monostable,Through Hole,DIP,29.0 x 12.7 x 15.7mm,15.7mm,PC Pin,-40°C,85°C,-40°C to 85°C,,,http://www.te.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Data+Sheet%7FRT2%7F1014%7Fpdf%7FEnglish%7FENG_DS_RT2_1014.pdf%7F6-1393243-3,1,1,TE Connectivity,RTE444012,RT2,,,,,,,,,,,Relays,Power Relays,,,,,,,,,,,,1,,DPST-NO monostable relay,,2024-01-15,,2024-01-15,1,,
231,EL-REL-000231,RelaySymbol_DPDT_Monostable_EN50005,"Generic DPDT relay symbol, monostable, EN50005 compliant, for use in schematics where specific part not defined",DPDT_Generic,DPDT Monostable,Relay:Relay_DPDT,,Relay?DPDT*,,,,DPDT (2 Form C),,,,,,,,,,Electromechanical Monostable,,,,,,,,,,,~,1,1,,,,,,,,,,,,,,Relays,Generic Symbols,,,,,,,,,,,,1,,2P2T 2-Form-C generic relay symbol,,2024-01-15,,2024-01-15,1,,
232,EL-REL-000232,RelaySymbol_DPDT_Latching_SingleCoil_EN50005,"Generic DPDT relay symbol, bistable with single coil, EN50005 compliant, for latching relay applications",DPDT_Latching_1coil,DPDT Single Latch,Relay:Relay_DPDT_Latching_1coil,,Relay?DPDT*,,,,DPDT (2 Form C),,,,,,,,,,Electromechanical Latching,,,,,,,,,,,~,1,1,,,,,,,,,,,,,,Relays,Generic Symbols,,,,,,,,,,,,1,,2P2T latching single coil generic symbol,,2024-01-15,,2024-01-15,1,,
233,EL-REL-000233,RelaySymbol_DPDT_Latching_DualCoil_EN50005,"Generic DPDT relay symbol, bistable with dual coils, EN50005 compliant, for set/reset latching applications",DPDT_Latching_2coil,DPDT Dual Latch,Relay:Relay_DPDT_Latching_2coil,,Relay?DPDT*,,,,DPDT (2 Form C),,,,,,,,,,Electromechanical Latching,,,,,,,,,,,~,1,1,,,,,,,,,,,,,,Relays,Generic Symbols,,,,,,,,,,,,1,,2P2T latching dual coil generic symbol,,2024-01-15,,2024-01-15,1,,
234,EL-REL-000234,RelaySymbol_DPST_NormallyClosed_EN50005,"Generic DPST relay symbol, normally closed contacts (2 Form B), monostable, EN50005 compliant",DPST-NC,DPST NC,Relay:Relay_DPST-NC,,Relay?DPST*,,,,DPST-NC (2 Form B),,,,,,,,,,Electromechanical Monostable,,,,,,,,,,,~,1,1,,,,,,,,,,,,,,Relays,Generic Symbols,,,,,,,,,,,,1,,2P2T 2-Form-B NC generic symbol,,2024-01-15,,2024-01-15,1,,
235,EL-REL-000235,RelaySymbol_DPST_NormallyOpen_EN50005,"Generic DPST relay symbol, normally open contacts (2 Form A), monostable, EN50005 compliant",DPST-NO,DPST NO,Relay:Relay_DPST-NO,,Relay?DPST*,,,,DPST-NO (2 Form A),,,,,,,,,,Electromechanical Monostable,,,,,,,,,,,~,1,1,,,,,,,,,,,,,,Relays,Generic Symbols,,,,,,,,,,,,1,,2P2T 2-Form-A NO generic symbol,,2024-01-15,,2024-01-15,1,,
236,EL-REL-000236,RelaySymbol_DPST_Latching_SingleCoil_EN50005,"Generic DPST relay symbol, bistable with single coil, normally open contacts, EN50005 compliant",DPST_Latching_1coil,DPST Single Latch,Relay:Relay_DPST_Latching_1coil,,Relay?DPST*,,,,DPST-NO (2 Form A),,,,,,,,,,Electromechanical Latching,,,,,,,,,,,~,1,1,,,,,,,,,,,,,,Relays,Generic Symbols,,,,,,,,,,,,1,,DPST latching single coil generic symbol,,2024-01-15,,2024-01-15,1,,
