KeyId,MyPN,Name,Description,Value,Value2,FET_Type,Channel,Mode,Material,VDS,VGS,VGS_Threshold,ID_Continuous,ID_Pulse,RDS_On,RDS_On_Condition,Power_Total,Input_Capacitance,Output_Capacitance,Reverse_Capacitance,Gate_Charge_Total,Gate_Charge_GS,Gate_Charge_GD,Turn_On_Delay,Rise_Time,Turn_Off_Delay,Fall_Time,Diode_Forward_Voltage,Diode_Recovery_Time,IDSS,IGSS,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000421,DMG3406L,"30V N-Channel MOSFET, 3.6A, SOT-23",N-MOS 30V 3.6A 50mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,0.7-1.5V,3.6A,14.4A,50mΩ,"VGS=10V, ID=3.6A",1.25W,280pF,75pF,35pF,5.8nC,1.5nC,2.0nC,4.8ns,7.8ns,15ns,6.5ns,1.1V,17ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMG3406L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000422,DMG3414U,"20V N-Channel MOSFET, 4.2A, SOT-23",N-MOS 20V 4.2A 28mΩ,,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.5-1.0V,4.2A,25A,28mΩ,"VGS=4.5V, ID=4.2A",1.25W,400pF,110pF,50pF,10nC,1.8nC,4.2nC,4.2ns,17ns,17.8ns,11ns,1.2V,15ns,1µA,±1µA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMG3414U,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000423,DMG3418L,"30V N-Channel MOSFET, 4A, SOT-23",N-MOS 30V 4A 40mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,0.7-1.5V,4A,16A,40mΩ,"VGS=10V, ID=4A",1.25W,350pF,95pF,45pF,7.2nC,1.9nC,2.5nC,5.2ns,8.5ns,16ns,7.2ns,1.1V,18ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMG3418L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000424,DMN10H220L,"100V N-Channel MOSFET, 1.6A, SOT-23",N-MOS 100V 1.6A 220mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,1-2.5V,1.6A,8A,220mΩ,"VGS=10V, ID=1.6A",1.2W,220pF,40pF,18pF,6.2nC,1.3nC,2.1nC,4.5ns,9.8ns,15.5ns,8.2ns,1.1V,30ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN10H220L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000425,DMN10H700S,"100V N-Channel MOSFET, 0.7A, SOT-23",N-MOS 100V 0.7A 700mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,1-2.5V,0.7A,2.8A,700mΩ,"VGS=10V, ID=0.7A",1.2W,150pF,28pF,12pF,3.8nC,0.9nC,1.3nC,3.8ns,7.5ns,12.5ns,6.5ns,1.1V,28ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN10H700S,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000426,DMN13H750S,"130V N-Channel MOSFET, 1A, SOT-23",N-MOS 130V 1A 750mΩ,,MOSFET,N-Channel,Enhancement,Silicon,130V,±20V,1-2.5V,1A,4A,750mΩ,"VGS=10V, ID=1A",1.2W,180pF,32pF,14pF,4.2nC,1.0nC,1.5nC,4.2ns,8.2ns,13.5ns,7ns,1.1V,32ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN13H750S,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000427,DMN2040U,"20V N-Channel MOSFET, 6A, SOT-23",N-MOS 20V 6A 20mΩ,,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.5-1.0V,6A,24A,20mΩ,"VGS=4.5V, ID=6A",1.25W,550pF,150pF,70pF,13nC,2.3nC,5.5nC,4.8ns,19ns,19.5ns,12ns,1.2V,16ns,1µA,±1µA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN2040U,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000428,DMN2041L,"20V N-Channel MOSFET, 6.4A, SOT-23",N-MOS 20V 6.4A 20mΩ,,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.5-1.0V,6.4A,25.6A,20mΩ,"VGS=4.5V, ID=6.4A",1.25W,580pF,160pF,75pF,13.5nC,2.4nC,5.7nC,5ns,20ns,20ns,12.5ns,1.2V,16.5ns,1µA,±1µA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN2041L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000429,DMN2050L,"20V N-Channel MOSFET, 5.9A, SOT-23",N-MOS 20V 5.9A 22mΩ,,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.5-1.0V,5.9A,23.6A,22mΩ,"VGS=4.5V, ID=5.9A",1.25W,530pF,145pF,68pF,12.5nC,2.2nC,5.2nC,4.6ns,18.5ns,18.8ns,11.5ns,1.2V,15.8ns,1µA,±1µA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN2050L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000430,DMN2056U,"20V N-Channel MOSFET, 4A, SOT-23",N-MOS 20V 4A 35mΩ,,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.5-1.0V,4A,16A,35mΩ,"VGS=4.5V, ID=4A",1.25W,380pF,105pF,48pF,8.5nC,1.6nC,3.6nC,4ns,15ns,16ns,9.5ns,1.2V,14ns,1µA,±1µA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN2056U,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000431,DMN2058U,"20V N-Channel MOSFET, 4.6A, SOT-23",N-MOS 20V 4.6A 30mΩ,,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.5-1.0V,4.6A,18.4A,30mΩ,"VGS=4.5V, ID=4.6A",1.25W,420pF,115pF,52pF,9.2nC,1.7nC,3.9nC,4.2ns,16ns,17ns,10ns,1.2V,14.5ns,1µA,±1µA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN2058U,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000432,DMN2075U,"20V N-Channel MOSFET, 4.2A, SOT-23",N-MOS 20V 4.2A 22mΩ,,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.5-1.0V,4.2A,16.8A,22mΩ,"VGS=4.5V, ID=4.2A",1.25W,450pF,125pF,58pF,9.8nC,1.8nC,4.1nC,4.3ns,17ns,17.5ns,10.5ns,1.2V,15ns,1µA,±1µA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN2075U,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000433,DMN2230U,"20V N-Channel MOSFET, 2A, SOT-23",N-MOS 20V 2A 70mΩ,,MOSFET,N-Channel,Enhancement,Silicon,20V,±12V,0.5-1.0V,2A,8A,70mΩ,"VGS=4.5V, ID=2A",1.25W,250pF,70pF,32pF,5.2nC,1.0nC,2.2nC,3.5ns,12ns,13ns,7.5ns,1.2V,12ns,1µA,±1µA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN2230U,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000434,DMN24H11DS,"240V N-Channel MOSFET, 0.27A, SOT-23",N-MOS 240V 0.27A 11Ω,,MOSFET,N-Channel,Enhancement,Silicon,240V,±20V,1-2.5V,0.27A,1.08A,11Ω,"VGS=10V, ID=0.27A",1.2W,120pF,25pF,10pF,3.5nC,0.9nC,1.2nC,3.8ns,7.2ns,12.5ns,6.2ns,1.2V,35ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN24H11DS,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000435,DMN24H3D5L,"240V N-Channel MOSFET, 0.48A, SOT-23",N-MOS 240V 0.48A 3.5Ω,,MOSFET,N-Channel,Enhancement,Silicon,240V,±20V,1-2.5V,0.48A,1.92A,3.5Ω,"VGS=10V, ID=0.48A",1.2W,180pF,35pF,15pF,4.8nC,1.2nC,1.7nC,4.2ns,8.5ns,14ns,7ns,1.2V,38ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN24H3D5L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000436,DMN3042L,"30V N-Channel MOSFET, 5.8A, SOT-23",N-MOS 30V 5.8A 28mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,0.7-1.5V,5.8A,23.2A,28mΩ,"VGS=10V, ID=5.8A",1.25W,500pF,135pF,65pF,9.8nC,2.5nC,3.4nC,5.8ns,9.2ns,18ns,8ns,1.1V,19ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN3042L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000437,DMN3051L,"30V N-Channel MOSFET, 5.8A, SOT-23",N-MOS 30V 5.8A 28mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,0.7-1.5V,5.8A,23.2A,28mΩ,"VGS=10V, ID=5.8A",1.25W,500pF,135pF,65pF,9.8nC,2.5nC,3.4nC,5.8ns,9.2ns,18ns,8ns,1.1V,19ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN3051L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000438,DMN30H4D0L,"300V N-Channel MOSFET, 0.25A, SOT-23",N-MOS 300V 0.25A 4Ω,,MOSFET,N-Channel,Enhancement,Silicon,300V,±20V,1-2.5V,0.25A,1A,4Ω,"VGS=10V, ID=0.25A",1.2W,150pF,30pF,12pF,4.2nC,1.1nC,1.5nC,4ns,7.8ns,13ns,6.5ns,1.2V,42ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN30H4D0L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000439,DMN3110S,"30V N-Channel MOSFET, 3.3A, SOT-23",N-MOS 30V 3.3A 55mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,0.7-1.5V,3.3A,13.2A,55mΩ,"VGS=10V, ID=3.3A",1.25W,280pF,75pF,35pF,5.2nC,1.4nC,1.8nC,4.5ns,7.5ns,14.5ns,6.2ns,1.1V,16ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN3110S,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000440,DMN3150L,"30V N-Channel MOSFET, 3.8A, SOT-23",N-MOS 30V 3.8A 50mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,0.7-1.5V,3.8A,15.2A,50mΩ,"VGS=10V, ID=3.8A",1.25W,300pF,80pF,38pF,5.8nC,1.5nC,2.0nC,4.8ns,7.8ns,15ns,6.5ns,1.1V,17ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN3150L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000441,DMN3300U,"30V N-Channel MOSFET, 2A, SOT-23",N-MOS 30V 2A 70mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,0.7-1.5V,2A,8A,70mΩ,"VGS=10V, ID=2A",1.25W,220pF,60pF,28pF,4.2nC,1.1nC,1.5nC,4ns,6.5ns,12.5ns,5.5ns,1.1V,15ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN3300U,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000442,DMN6075S,"60V N-Channel MOSFET, 2.5A, SOT-23",N-MOS 60V 2.5A 75mΩ,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,1-2.5V,2.5A,10A,75mΩ,"VGS=10V, ID=2.5A",1.25W,300pF,65pF,25pF,6.2nC,1.5nC,2.1nC,4.8ns,8.5ns,16ns,7.2ns,1.1V,22ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN6075S,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000443,DMN60H080DS,"600V N-Channel MOSFET, 80mA, SOT-23",N-MOS 600V 0.08A 80Ω,ESD Protection,MOSFET,N-Channel,Enhancement,Silicon,600V,±30V,1.5-3.0V,0.08A,0.32A,80Ω,"VGS=10V, ID=0.04A",1.2W,80pF,12pF,4pF,2.8nC,0.7nC,0.9nC,3.5ns,6.2ns,11ns,5.2ns,1.5V,85ns,1µA,10nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN60H080DS,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000444,DMN6140L,"60V N-Channel MOSFET, 2.3A, SOT-23",N-MOS 60V 2.3A 140mΩ,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,1-2.5V,2.3A,9.2A,140mΩ,"VGS=10V, ID=2.3A",1.25W,250pF,55pF,20pF,5.2nC,1.3nC,1.8nC,4.5ns,7.8ns,15ns,6.5ns,1.1V,20ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN6140L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000445,DMN61D8LQ,"60V N-Channel MOSFET, 0.47A, SOT-23",N-MOS 60V 0.47A 1.8Ω,Inductive Load,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,1-2.5V,0.47A,1.88A,1.8Ω,"VGS=10V, ID=0.47A",1.2W,100pF,22pF,8pF,2.2nC,0.6nC,0.8nC,3.2ns,5.8ns,10.5ns,4.8ns,1.1V,18ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN61D8LQ,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000446,DMN67D7L,"60V N-Channel MOSFET, 0.21A, SOT-23",N-MOS 60V 0.21A 6.7Ω,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,1-2.5V,0.21A,0.84A,6.7Ω,"VGS=10V, ID=0.21A",1.2W,70pF,15pF,6pF,1.5nC,0.4nC,0.5nC,2.8ns,5ns,9ns,4.2ns,1.1V,16ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN67D7L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000447,DMN67D8L,"60V N-Channel MOSFET, 0.21A, SOT-23",N-MOS 60V 0.21A 6.8Ω,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,1-2.5V,0.21A,0.84A,6.8Ω,"VGS=10V, ID=0.21A",1.2W,70pF,15pF,6pF,1.5nC,0.4nC,0.5nC,2.8ns,5ns,9ns,4.2ns,1.1V,16ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMN67D8L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000448,DMP3099L,"-30V P-Channel MOSFET, -3.8A, SOT-23",P-MOS 30V 3.8A 80mΩ,,MOSFET,P-Channel,Enhancement,Silicon,-30V,±20V,-0.7 to -1.5V,-3.8A,-15.2A,80mΩ,"VGS=-10V, ID=-3.8A",1.25W,650pF,210pF,95pF,8.5nC,2.2nC,3.0nC,6.5ns,8.5ns,17ns,7.8ns,-1.1V,19ns,-1µA,±100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMP3099L,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000449,DMP6050SSD,"-60V P-Channel MOSFET, -11.3A, 55mOhm, SO-8",P-MOS 60V 11.3A 55mΩ,,MOSFET,P-Channel,Enhancement,Silicon,-60V,±20V,-1.0 to -3.0V,-11.3A,-45.2A,55mΩ,"VGS=-10V, ID=-5.65A",2.5W,2100pF,700pF,250pF,31nC,7.2nC,10.5nC,12ns,22ns,35ns,16ns,-1.1V,32ns,-1µA,±100nA,SO-8,4.98x3.99mm,1.75mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,SOIC*3.9x4.9mm*P1.27mm*,,1,1,Diodes Inc.,DMP6050SSD,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000450,EPC2036,"100V E-mode GaN transistor, 1.7A, 73mΩ, BGA-4",N-GaN 100V 1.7A 73mΩ,eGaN,GaNFET,N-Channel,Enhancement,GaN,100V,±6V,0.7-1.5V,1.7A,6A,73mΩ,"VGS=5V, ID=1.7A",1.5W,50pF,20pF,1pF,0.6nC,0.2nC,0.12nC,2.0ns,1.7ns,3.2ns,1.6ns,1.8V,,100µA,1µA,BGA-4,0.90x0.90mm,0.45mm,SMD,,,-40 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,,1,1,EPC,EPC2036,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000451,EPC2037,"100V E-mode GaN transistor, 1.7A, 550mΩ, BGA-4",N-GaN 100V 1.7A 550mΩ,eGaN,GaNFET,N-Channel,Enhancement,GaN,100V,±6V,0.7-1.5V,1.7A,6A,550mΩ,"VGS=5V, ID=1.7A",1.5W,30pF,12pF,0.8pF,0.4nC,0.15nC,0.1nC,1.8ns,1.5ns,2.8ns,1.4ns,1.8V,,100µA,1µA,BGA-4,0.90x0.90mm,0.45mm,SMD,,,-40 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,,1,1,EPC,EPC2037,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000452,EPC2038,"100V E-mode GaN transistor, 0.5A, 3.3Ω, Integrated Reverse Gate Clamp Diode, BGA-4",N-GaN 100V 0.5A 3.3Ω,"eGaN, Clamp Diode",GaNFET,N-Channel,Enhancement,GaN,100V,±6V,0.7-1.5V,0.5A,2A,3.3Ω,"VGS=5V, ID=0.5A",1.5W,25pF,10pF,0.6pF,0.3nC,0.1nC,0.08nC,1.5ns,1.3ns,2.5ns,1.2ns,1.8V,,100µA,1µA,BGA-4,0.90x0.90mm,0.45mm,SMD,,,-40 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,,1,1,EPC,EPC2038,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000453,EPC2203,"80V E-mode GaN transistor, 1.7A, 80mΩ, BGA-4",N-GaN 80V 1.7A 80mΩ,eGaN,GaNFET,N-Channel,Enhancement,GaN,80V,±6V,0.7-1.5V,1.7A,6A,80mΩ,"VGS=5V, ID=1.7A",1.5W,60pF,25pF,1pF,0.7nC,0.25nC,0.15nC,2.1ns,1.8ns,3.5ns,1.7ns,1.8V,,100µA,1µA,BGA-4,0.90x0.90mm,0.45mm,SMD,,,-40 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,,1,1,EPC,EPC2203,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000454,EPC2219,"65V E-mode GaN transistor, 0.5A, 3.3Ω, Integrated Reverse Gate Clamp Diode, BGA-4",N-GaN 65V 0.5A 3.3Ω,"eGaN, Clamp Diode",GaNFET,N-Channel,Enhancement,GaN,65V,±6V,0.7-1.5V,0.5A,2A,3.3Ω,"VGS=5V, ID=0.5A",1.5W,25pF,10pF,0.6pF,0.3nC,0.1nC,0.08nC,1.5ns,1.3ns,2.5ns,1.2ns,1.8V,,100µA,1µA,BGA-4,0.90x0.90mm,0.45mm,SMD,,,-40 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,,1,1,EPC,EPC2219,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000455,FDC2512,"1.4A Id, 150V Vds, N-Channel MOSFET, 425mOhm Ron, SuperSOT-6",N-MOS 150V 1.4A 425mΩ,,MOSFET,N-Channel,Enhancement,Silicon,150V,±20V,1-3V,1.4A,5.6A,425mΩ,"VGS=10V, ID=0.7A",1.6W,240pF,40pF,15pF,5.5nC,1.5nC,2.2nC,6ns,10ns,18ns,8ns,1.2V,65ns,1µA,100nA,SuperSOT-6,2.90x2.80mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SuperSOT-6,SuperSOT*,,1,1,onsemi,FDC2512,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
