KeyId,MyPN,Name,Description,Value,Value2,Device_Type,Subtype,Technology,VCE,VGE,IC_Continuous,IC_Pulse,VCE_Sat,Power_Total,HFE,Switching_Speed,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000222,MG1240H-XBN2MM,"40A, 1200V, 195W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, Package-H (XBN2MM)",IGBT Module 1200V 40A,Package-H XBN2MM,IGBT,Power Module,NPT,1200V,±20V,40A,80A,1.7V,195W x 6,,20kHz,XBN2MM,73x32mm,12mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Littelfuse*Package*H*XBN2MM*,https://www.littelfuse.com/datasheet/mg1240h-xbn2mm.pdf,1,1,Littelfuse,MG1240H-XBN2MM,,,,576-MG1240H-XBN2MM,,,,,,,,Transistor,Other,0,0,0,,pcs,8,42.60,USD,,,,1,CIB configuration,"IGBT,Module,Power,1200V,40A,Package-H,CIB",,,,,1.0,0,0
,EL-TST-000223,MG1250H-XN2MM,"50A, 1200V, 260W x 6, 3-phase IGBT module with Freewheeling Diode, 5k NTC, Package-H (XN2MM)",IGBT Module 1200V 50A,Package-H XN2MM,IGBT,Power Module,NPT,1200V,±20V,50A,100A,1.8V,260W x 6,,20kHz,XN2MM,73x32mm,12mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Littelfuse*Package*H*XN2MM*,https://www.littelfuse.com/datasheet/mg1250h-xn2mm.pdf,1,1,Littelfuse,MG1250H-XN2MM,,,,576-MG1250H-XN2MM,,,,,,,,Transistor,Other,0,0,0,,pcs,8,52.30,USD,,,,1,3-phase IGBT module,"IGBT,Module,Power,1200V,50A,Package-H",,,,,1.0,0,0
,EL-TST-000224,MG1250W-XBN2MM,"50A, 1200V, 260W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, Package-W (XBN2MM)",IGBT Module 1200V 50A,Package-W XBN2MM,IGBT,Power Module,NPT,1200V,±20V,50A,100A,1.8V,260W x 6,,20kHz,XBN2MM,92x42mm,12mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Littelfuse*Package*W*XBN2MM*,https://www.littelfuse.com/datasheet/mg1250w-xbn2mm.pdf,1,1,Littelfuse,MG1250W-XBN2MM,,,,576-MG1250W-XBN2MM,,,,,,,,Transistor,Other,0,0,0,,pcs,8,58.40,USD,,,,1,"CIB configuration, Package-W","IGBT,Module,Power,1200V,50A,Package-W,CIB",,,,,1.0,0,0
,EL-TST-000225,MG1275W-XBN2MM,"75A, 1200V, 358W x 6, 3-phase IGBT module with Brake Chopper, Diode Rectifier, Freewheeling Diode, 5k NTC, Package-W (XBN2MM)",IGBT Module 1200V 75A,Package-W XBN2MM,IGBT,Power Module,NPT,1200V,±20V,75A,150A,1.8V,358W x 6,,20kHz,XBN2MM,92x42mm,12mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Littelfuse*Package*W*XBN2MM*,https://www.littelfuse.com/datasheet/mg1275w-xbn2mm.pdf,1,1,Littelfuse,MG1275W-XBN2MM,,,,576-MG1275W-XBN2MM,,,,,,,,Transistor,Other,0,0,0,,pcs,6,72.80,USD,,,,1,"CIB configuration, Package-W","IGBT,Module,Power,1200V,75A,Package-W,CIB",,,,,1.0,0,0
,EL-TST-000226,STGIPS10K60A2,"10A, 600V, 20kHz, 33W x 6, 3-phase IPM with Control Logic, Positive Input, Freewheeling Diodes, Undervoltage Lockout, Interlocking, 4k7 NTC, SDIP-25L",IPM 600V 10A,SDIP-25L,IGBT,Intelligent Power Module,MEMS,600V,15V,10A,20A,1.9V,33W x 6,,20kHz,SDIP-25L,37.8x12.6mm,3.6mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*SDIP*,https://www.st.com/resource/en/datasheet/stgips10k60a2.pdf,1,1,STMicroelectronics,STGIPS10K60A2,SLLIMM,C524331,,511-STGIPS10K60A2,,497-16278-ND,,2835193,,STGIPS10K60A,,Transistor,Other,0,0,0,,pcs,30,6.55,USD,,,,1,"SLLIMM IPM, 4k7 NTC","IPM,IGBT,Module,600V,10A,SLLIMM",,,,,1.0,0,0
,EL-TST-000227,STGIPS10K60T,"10A, 600V, 20kHz, 33W x 6, 3-phase IPM with Control Logic, Negative Input, Freewheeling Diode, Undervoltage Lockout, Interlocking, Shut down (SD), 4k7 NTC, SDIP-25L",IPM 600V 10A,SDIP-25L,IGBT,Intelligent Power Module,MEMS,600V,15V,10A,20A,1.9V,33W x 6,,20kHz,SDIP-25L,37.8x12.6mm,3.6mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*SDIP*,https://www.st.com/resource/en/datasheet/stgips10k60t.pdf,1,1,STMicroelectronics,STGIPS10K60T,SLLIMM,C524332,,511-STGIPS10K60T,,497-16279-ND,,2835194,,,,Transistor,Other,0,0,0,,pcs,30,6.75,USD,,,,1,"SLLIMM IPM, negative input","IPM,IGBT,Module,600V,10A,SLLIMM,Negative",,,,,1.0,0,0
,EL-TST-000228,STGIPS14K60T,"14A, 600V, 20kHz, 42W x 6, 3-phase IPM with Control Logic, Negative Input, Freewheeling Diode, Undervoltage Lockout, Interlocking, Shut down (SD), 4k7 NTC, SDIP-25L",IPM 600V 14A,SDIP-25L,IGBT,Intelligent Power Module,MEMS,600V,15V,14A,28A,1.9V,42W x 6,,20kHz,SDIP-25L,37.8x12.6mm,3.6mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*SDIP*,https://www.st.com/resource/en/datasheet/stgips14k60t.pdf,1,1,STMicroelectronics,STGIPS14K60T,SLLIMM,C524333,,511-STGIPS14K60T,,497-16280-ND,,2835195,,STGIPS14K60,,Transistor,Other,0,0,0,,pcs,30,7.85,USD,,,,1,"SLLIMM IPM, negative input","IPM,IGBT,Module,600V,14A,SLLIMM,Negative",,,,,1.0,0,0
,EL-TST-000229,MC1413D,"High Voltage, High Current Darlington Transistor Arrays, 7-ch, 50V 500mA, TTL/CMOS compatible, SOIC-16",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,0°C,70°C,0 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.onsemi.com/pdf/datasheet/mc1413b-d.pdf,1,1,ON Semiconductor,MC1413D,,C870,,863-MC1413D,,MC1413D-ND,,9558680,,ULN2003AD,,Transistor,Other,0,0,0,,pcs,2500,0.44,USD,,,,1,Equivalent to ULN2003A,"Darlington,Array,Driver,SOIC",,,,,1.0,0,0
,EL-TST-000230,TBD62783A,"8-Channel Source Type Transistor Array, TTL and CMOS compatible, 500mA, 50V, DIP-18/SOP-18/SSOP-18/SOIC-18W",Darlington Array 50V 500mA,Multiple,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,DIP-18/SOP-18,7.62x22.6mm,4.5mm,Through Hole/SMD,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-18_W7.62mm,DIP*W7.62mm* SOP*7.0x12.5mm*P1.27mm*,https://toshiba.semicon-storage.com/info/TBD62783A_datasheet_en_20210526.pdf,1,1,Toshiba,TBD62783A,,C11707,,757-TBD62783A,,TBD62783A-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.88,USD,,,,1,Source driver (high-side),"Darlington,Array,SourceDriver,DIP,SOP",,,,,1.0,0,0
,EL-TST-000231,TBD62785APG,"8-Channel Source Type Transistor Array, TTL and CMOS compatible, 500mA, 50V, DIP-18-18W",Darlington Array 50V 500mA,DIP-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,DIP-18,7.62x22.6mm,4.5mm,Through Hole,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-18_W7.62mm,DIP*W7.62mm*,https://toshiba.semicon-storage.com/info/TBD62785APG_datasheet_en_20210526.pdf,1,1,Toshiba,TBD62785APG,,C11710,,757-TBD62785APG,,TBD62785APG-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.86,USD,,,,1,"Source driver, DIP package","Darlington,Array,SourceDriver,DIP",,,,,1.0,0,0
,EL-TST-000232,TBD62785AFWG,"8-Channel Source Type Transistor Array, TTL and CMOS compatible, 500mA, 50V, SOP-18-18W",Darlington Array 50V 500mA,SOP-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.2W,1000,,SOP-18,7.5x11.5mm,2.05mm,SMD,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOP*7.495x11.515mm*P1.27mm*,https://toshiba.semicon-storage.com/info/TBD62785AFWG_datasheet_en_20210526.pdf,1,1,Toshiba,TBD62785AFWG,,C11711,,757-TBD62785AFWG,,TBD62785AFWG-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.94,USD,,,,1,"Source driver, SMD","Darlington,Array,SourceDriver,SOP",,,,,1.0,0,0
,EL-TST-000233,TPL7407LAD,"7-Channel Low Side Driver, CMOS Improvement of Darlington Array, 30V, 600mA, SOIC-16",Driver 30V 600mA,SOIC-16,Darlington,Array,CMOS,30V,,600mA,1.2A,0.65V,0.7W,,,SOIC-16,3.9x9.9mm,1.75mm,SMD,-40°C,125°C,-40 to 125°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/tpl7407la.pdf,1,1,Texas Instruments,TPL7407LAD,,C89601,,595-TPL7407LAD,,296-36384-5-ND,,2471589,,TPL7407LAPW,,Transistor,Other,0,0,0,,pcs,2500,0.72,USD,,,,1,Lower saturation voltage than ULN2003,"Driver,LowSide,SOIC,CMOS",,,,,1.0,0,0
,EL-TST-000234,ULN2002,"High Voltage, High Current Darlington Transistor Arrays, 7-ch, 50V 500mA, SOIC16/SOIC16W/DIP16/TSSOP16",Darlington Array 50V 500mA,Multiple,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16/DIP-16,3.9x9.9mm,1.75mm,SMD/Through Hole,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-16_W7.62mm,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2002.pdf,1,1,Texas Instruments,ULN2002,ULx200xA,C524334,,595-ULN2002,,296-1333-5-ND,,,,ULN2002A,,Transistor,Other,0,0,0,,pcs,2000,0.49,USD,,,,1,14-25V PMOS/CMOS compatible,"Darlington,Array,Driver,SOIC,DIP",,,,,1.0,0,0
,EL-TST-000235,ULN2002A,"High Voltage, High Current Darlington Transistor Arrays, 7-ch, 50V 500mA, 14-25V PMOS/CMOS compatible, SOIC16/SOIC16W/DIP16/TSSOP16",Darlington Array 50V 500mA,Multiple,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16/DIP-16,3.9x9.9mm,1.75mm,SMD/Through Hole,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-16_W7.62mm,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2002a.pdf,1,1,Texas Instruments,ULN2002A,ULx200xA,C524335,,595-ULN2002A,,296-1334-5-ND,,,,ULN2002,,Transistor,Other,0,0,0,,pcs,2000,0.50,USD,,,,1,Higher input resistance,"Darlington,Array,Driver,SOIC,DIP",,,,,1.0,0,0
,EL-TST-000236,ULN2004,"High Voltage, High Current Darlington Transistor Arrays, 7-ch, 50V 500mA, 6-15V CMOS/PMOS compatible, SOIC16/SOIC16W/DIP16/TSSOP16",Darlington Array 50V 500mA,Multiple,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16/DIP-16,3.9x9.9mm,1.75mm,SMD/Through Hole,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-16_W7.62mm,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2004.pdf,1,1,Texas Instruments,ULN2004,ULx200xA,C524336,,595-ULN2004,,296-1335-5-ND,,,,ULN2004A,,Transistor,Other,0,0,0,,pcs,2000,0.51,USD,,,,1,CMOS compatible,"Darlington,Array,Driver,SOIC,DIP,CMOS",,,,,1.0,0,0
,EL-TST-000237,ULN2004A,"High Voltage, High Current Darlington Transistor Arrays, 7-ch, 50V 500mA, CMOS compatible, SOIC16/SOIC16W/DIP16/TSSOP16",Darlington Array 50V 500mA,Multiple,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16/DIP-16,3.9x9.9mm,1.75mm,SMD/Through Hole,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-16_W7.62mm,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2004a.pdf,1,1,Texas Instruments,ULN2004A,ULx200xA,C22497,,595-ULN2004A,,296-1332-5-ND,,1469776,,ULN2004,,Transistor,Other,0,0,0,,pcs,2500,0.48,USD,,,,1,CMOS compatible,"Darlington,Array,Driver,SOIC,DIP,CMOS",,,,,1.0,0,0
,EL-TST-000238,ULN2801A,"Darlington Transistor Arrays, 8-ch, 50V 500mA, General purpose, SOIC18/DIP18",Darlington Array 50V 500mA,SOIC-18/DIP-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.5W,1000,,SOIC-18/DIP-18,7.5x11.6mm,2.35mm,SMD/Through Hole,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-18_W7.62mm,DIP*W7.62mm* SOIC*7.5x11.6mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2801a.pdf,1,1,Texas Instruments,ULN2801A,ULx280xA,C524337,,595-ULN2801A,,296-4309-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.92,USD,,,,1,General purpose,"Darlington,Array,Driver,SOIC,DIP,8ch",,,,,1.0,0,0
,EL-TST-000239,ULN2802A,"Darlington Transistor Arrays, 8-ch, 50V 500mA, 14-25V PMOS/CMOS compatible, SOIC18/DIP18",Darlington Array 50V 500mA,SOIC-18/DIP-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.5W,1000,,SOIC-18/DIP-18,7.5x11.6mm,2.35mm,SMD/Through Hole,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-18_W7.62mm,DIP*W7.62mm* SOIC*7.5x11.6mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2802a.pdf,1,1,Texas Instruments,ULN2802A,ULx280xA,C524338,,595-ULN2802A,,296-4310-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.93,USD,,,,1,PMOS/CMOS compatible,"Darlington,Array,Driver,SOIC,DIP,PMOS",,,,,1.0,0,0
,EL-TST-000240,ULN2805A,"Darlington Transistor Arrays, 8-ch, 50V 500mA, SOIC18/DIP18",Darlington Array 50V 500mA,SOIC-18/DIP-18,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1.5W,1000,,SOIC-18/DIP-18,7.5x11.6mm,2.35mm,SMD/Through Hole,-20°C,70°C,-20 to 70°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,MyLib_PKG_DIP:DIP-18_W7.62mm,DIP*W7.62mm* SOIC*7.5x11.6mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/uln2805a.pdf,1,1,Texas Instruments,ULN2805A,ULx280xA,C524339,,595-ULN2805A,,296-4314-5-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.94,USD,,,,1,8-channel array,"Darlington,Array,Driver,SOIC,DIP,8ch",,,,,1.0,0,0
,EL-TST-000241,ULQ2004A,"High Voltage, High Current Darlington Transistor Arrays, 7-ch, 50V 500mA, Automotive Grade, CMOS compatible, SOIC16W/TSSOP16",Darlington Array 50V 500mA,SOIC-16W/TSSOP-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16W/TSSOP-16,5.3x10.2mm,2.0mm,SMD,-40°C,105°C,-40 to 105°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*W*5.3x10.2mm*P1.27mm* TSSOP*4.4x5mm*P0.65mm*,https://www.ti.com/lit/ds/symlink/ulq2004a.pdf,1,1,Texas Instruments,ULQ2004A,ULx200xA,C524340,,595-ULQ2004A,,296-30445-5-ND,,2835196,,ULN2004A,,Transistor,Other,0,0,0,,pcs,2500,0.62,USD,,,,1,"Automotive grade, CMOS compatible","Darlington,Array,Driver,SOIC,TSSOP,Automotive",,,,,1.0,0,0
